stop_id,ligne,stop_name,stop_desc,stop_lat,stop_lon
SVPBI2,0,SAINT VAAST LA HOUGUE Place Belle Isle,,49.589009,-1.266249
TEBBOU,0,TEURTHEVILLE BOCAGE Le Bourg,,49.590601,-1.398795
THEEG1,0,THEVILLE Eglise,,49.653205,-1.423226
THEEG2,0,THEVILLE Mairie,,49.651115,-1.421036
TOCEGL,0,TOCQUEVILLE Place de l'Eglise,,49.670526,-1.335822
TOLNR1,0,TOLLEVAST Nouvelle Route,,49.589878,-1.599508
TOLNR2,0,TOLLEVAST Nouvelle Route,,49.589724,-1.600115
TOLROC,0,TOLLEVAST Le Rocher,,49.591993,-1.600437
TOLZA2,0,TOLLEVAST ZA,,49.597529,-1.601833
TREGM1,0,DIELETTE Gare Maritime,,49.550994,-1.856894
TREGM2,0,DIELETTE Gare Maritime,,49.551065,-1.856781
VALCH1,0,VALOGNES Place du Chateau,,49.509501,-1.472619
VALCH2,0,VALOGNES Place du Chateau,,49.509430,-1.472443
VALCOL,0,VALOGNES College/Lycee,,49.508044,-1.481005
VALFB1,0,VALOGNES Place Felix Buhot,,49.510590,-1.477207
VALGR1,0,VALOGNES Le Gravier,,49.515908,-1.464547
VALGR2,0,VALOGNES Le Gravier,,49.516022,-1.464911
VALGS1,0,VALOGNES Gare SNCF,,49.505101,-1.479317
VALGS2,0,VALOGNES Gare SNCF,,49.505393,-1.478708
VALHO1,0,VALOGNES Hopital,,49.503422,-1.464169
VAUBG1,0,VAUVILLE Le Bourg,,49.636676,-1.846286
VAUBG2,0,VAUVILLE Le Bourg,,49.636500,-1.846147
VAUPD1,0,VAUVILLE Le Petit Douet,,49.639922,-1.848117
VAUPD2,0,VAUVILLE Le Petit Douet,,49.639974,-1.848176
VAUVQ1,0,VAUVILLE La Vacquerie,,49.630635,-1.816201
VAUVQ2,0,VAUVILLE La Vacquerie,,49.630641,-1.816285
VIDPI1,0,VIDECOSVILLE Piedchou,,49.574246,-1.367507
VIDPI2,0,VIDECOSVILLE Piedchou,,49.573860,-1.368710
VIRMA1,0,VIRANDEVILLE Mairie,,49.568489,-1.726734
VIRMA2,0,VIRANDEVILLE Mairie,,49.568829,-1.726691
VREHL1,0,LE VRETOT Hotel Launay,,49.446358,-1.704692
VREHL2,0,LE VRETOT Hotel Launay,,49.446516,-1.704876
